14,30,8.2.2010,2.8.2018
42,52,5.1.2002,8.9.2002
67,76,22.5.2013,17.8.2021
27,59,18.2.2005,19.2.2014
77,49,20.11.2002,10.7.2004
17,100,5.2.2018,22.10.2008
61,16,9.4.2005,30.3.2015
64,10,3.11.2002,20.8.2012
27,89,14.4.2007,11.9.2008
44,10,1.8.2004,24.5.2017
83,32,1.9.2007,29.3.2014
35,69,5.2.2005,11.2.2014
58,38,27.5.2016,28.9.2007
22,67,23.3.2009,18.9.2019
46,3,9.7.2013,24.2.2011
59,15,29.6.2007,31.7.2018
19,59,15.10.2011,2.1.2022
66,98,7.7.2018,24.4.2003
40,72,14.1.2018,26.12.2012
1,88,27.8.2006,24.8.2012
59,97,11.5.2018,6.1.2016
56,18,8.3.2007,4.9.2015
51,1,25.8.2012,20.9.2022
68,26,24.3.2005,25.11.2021
45,32,25.11.2017,30.8.2007
58,30,15.12.2010,12.5.2018
9,52,6.7.2016,7.9.2023
15,53,27.10.2002,9.10.2023
74,29,16.12.2012,10.10.2004
52,25,29.7.2002,14.7.2018
56,67,28.10.2012,27.8.2021
34,3,9.1.2011,13.11.2011
60,45,24.8.2007,21.7.2014
78,60,26.1.2003,13.10.2012
9,63,23.9.2005,25.9.2022
4,30,11.7.2012,6.4.2021
41,95,14.5.2016,27.10.2015
54,70,15.3.2005,1.7.2021
41,1,21.7.2017,19.5.2006
47,75,30.12.2015,3.6.2016
44,15,18.8.2004,1.7.2012
20,75,3.4.2013,13.12.2016
67,73,17.2.2004,26.5.2019
42,58,9.4.2005,25.1.2021
44,76,26.9.2006,4.2.2006
47,25,21.10.2011,14.4.2002
41,4,26.9.2013,4.8.2024
37,8,6.4.2013,15.11.2011
72,21,18.5.2015,31.12.2016
36,71,8.1.2016,1.3.2010
69,37,30.7.2002,10.6.2010
75,72,4.6.2002,9.7.2015
97,39,1.7.2002,29.3.2015
35,80,25.7.2006,19.6.2014
7,13,5.5.2018,28.3.2013
33,57,7.3.2014,10.8.2009
31,46,9.8.2004,7.1.2016
38,93,24.8.2010,2.8.2021
85,60,7.1.2015,17.6.2020
45,19,3.8.2013,7.10.2006
36,39,8.4.2016,30.7.2022
25,85,20.1.2014,12.11.2020
29,29,28.7.2009,16.11.2017
66,52,23.9.2002,16.7.2019
84,16,3.7.2001,8.5.2006
70,32,3.5.2016,11.1.2002
90,46,31.10.2002,1.10.2009
18,55,18.7.2009,28.10.2002
39,1,31.10.2010,24.9.2018
58,88,7.9.2004,4.10.2011
14,57,4.11.2009,22.8.2008
67,9,24.11.2011,8.6.2009
91,100,13.5.2006,7.8.2004
28,44,3.10.2003,23.1.2015
15,33,2.8.2013,19.5.2024
27,99,30.6.2009,25.4.2018
60,7,28.7.2009,6.10.2017
2,33,1.9.2006,12.3.2008
87,1,26.1.2010,16.4.2009
70,79,28.6.2018,13.7.2013
7,98,3.2.2018,22.11.2020
74,15,22.9.2012,21.1.2024
88,79,24.9.2005,5.11.2007
86,12,13.8.2010,31.12.2007
38,34,21.5.2017,26.7.2015
35,54,28.3.2010,23.8.2011
35,96,12.6.2003,1.11.2011
97,84,2.9.2015,7.3.2006
42,7,13.12.2017,27.3.2018
99,74,31.12.2002,6.12.2009
77,70,1.2.2015,7.1.2005
81,64,10.7.2007,12.6.2017
64,92,26.11.2007,30.7.2023
89,20,19.4.2014,31.12.2017
69,98,29.11.2005,22.8.2016
64,60,1.8.2003,24.2.2014
11,83,23.6.2013,12.5.2006
26,39,10.5.2011,26.5.2017
53,44,5.1.2006,1.7.2024
34,42,22.2.2015,14.2.2015
94,4,16.1.2005,31.3.2021
55,11,4.9.2017,25.4.2023
97,13,13.6.2001,23.7.2020
40,7,22.3.2016,23.12.2003
13,47,28.2.2009,30.4.2009
57,12,23.10.2006,30.11.2023
76,1,7.9.2014,13.3.2014
17,49,23.10.2015,1.9.2002
87,29,6.1.2004,1.9.2012
23,41,3.6.2002,18.9.2012
58,52,29.8.2011,21.1.2019
50,71,3.10.2003,28.6.2012
39,31,27.1.2013,29.1.2024
28,76,10.1.2003,27.9.2005
30,1,20.2.2009,25.9.2014
17,92,8.11.2006,29.4.2021
53,86,21.2.2007,26.12.2005
39,4,12.8.2011,30.5.2015
12,11,5.11.2014,30.9.2022
53,43,22.10.2018,24.7.2015
81,56,17.5.2004,22.3.2024
76,80,7.5.2011,1.8.2014
47,8,28.2.2005,22.4.2024
24,20,24.11.2018,18.7.2011
84,37,27.7.2002,27.12.2007
85,66,6.10.2009,26.11.2013
82,89,27.5.2006,3.6.2015
46,33,22.4.2004,12.8.2016
54,12,10.9.2012,17.3.2016
66,95,16.12.2002,12.1.2003
64,30,11.6.2011,27.2.2024
45,57,5.2.2001,5.1.2004
59,53,24.3.2016,30.4.2005
69,29,21.5.2013,8.10.2002
32,31,20.7.2012,11.10.2008
79,92,12.9.2018,1.3.2011
33,61,26.9.2016,1.3.2002
92,50,26.9.2013,1.4.2022
14,90,1.2.2007,8.3.2017
37,63,27.12.2015,19.12.2010
36,84,21.3.2002,27.12.2015
72,29,6.9.2009,7.8.2007
98,15,30.1.2001,10.3.2019
62,91,13.6.2015,28.12.2015
53,41,20.2.2006,4.5.2016
5,59,2.11.2013,11.1.2012
77,87,19.1.2007,1.2.2017
58,84,14.10.2006,16.5.2002
57,33,3.3.2011,19.4.2021
29,8,23.5.2015,24.8.2021
92,77,22.11.2003,23.10.2004
26,73,10.12.2009,22.8.2012
76,71,16.10.2001,25.6.2011
54,21,7.3.2005,25.11.2021
21,90,4.7.2009,29.12.2005
49,72,15.5.2013,19.4.2023
68,60,27.7.2008,14.5.2005
16,14,14.12.2007,20.1.2006
8,58,22.11.2012,18.1.2017
24,1,17.5.2003,15.9.2003
100,49,2.12.2010,30.5.2011
47,17,30.9.2007,22.10.2014
46,42,3.3.2004,10.2.2021
39,6,22.6.2013,22.11.2005
49,71,15.2.2007,9.11.2003
13,24,24.5.2008,12.6.2022
48,70,6.9.2011,2.9.2012
82,45,14.4.2001,10.5.2018
76,36,12.1.2005,3.2.2010
61,9,2.7.2008,17.10.2012
30,80,26.1.2003,14.11.2022
31,89,6.10.2004,8.12.2007
78,43,2.6.2012,25.2.2003
49,21,26.5.2015,20.10.2014
2,50,5.7.2011,2.2.2014
53,16,12.7.2012,19.9.2019
49,38,24.11.2015,29.11.2005
40,36,1.6.2007,13.12.2018
15,82,11.6.2018,2.7.2014
91,52,29.4.2003,4.2.2010
14,42,10.3.2015,11.6.2018
39,13,17.10.2010,24.7.2007
28,54,14.8.2010,7.1.2012
14,35,11.3.2002,17.4.2009
79,36,7.2.2008,4.11.2004
34,32,28.7.2008,22.5.2020
90,56,10.10.2016,2.10.2005
39,72,9.9.2007,1.3.2015
75,16,10.8.2010,10.2.2017
52,25,17.11.2001,23.5.2005
47,70,25.5.2005,28.5.2010
66,2,1.2.2007,24.12.2022
96,88,21.4.2001,5.7.2005
1,49,14.2.2016,17.4.2021
63,99,22.7.2002,27.4.2005
7,75,19.4.2007,3.2.2022
50,82,16.9.2005,10.12.2009
3,71,1.6.2009,10.3.2005
83,11,17.12.2004,17.1.2018
13,41,21.6.2002,16.5.2009
12,77,14.2.2013,10.7.2009
89,39,14.11.2016,14.2.2010
96,78,13.9.2016,9.7.2003
51,26,29.9.2013,29.11.2005
90,87,24.6.2009,1.11.2017
65,27,10.10.2003,12.9.2002
9,39,14.12.2006,8.7.2005
82,44,28.7.2006,13.4.2009
83,2,28.12.2012,14.3.2021
65,22,23.2.2005,3.3.2006
88,40,15.6.2002,4.3.2019
93,92,24.6.2015,30.4.2009
21,69,14.12.2017,25.12.2016
5,69,20.5.2003,20.5.2023
7,69,22.8.2011,12.6.2006
49,54,17.10.2006,24.2.2016
22,88,7.12.2011,27.8.2011
61,47,12.4.2006,17.10.2023
3,84,9.5.2009,12.7.2006
26,98,22.10.2004,18.10.2008
49,67,31.12.2006,17.9.2005
82,48,30.1.2016,27.5.2018
86,88,12.9.2003,9.12.2014
42,100,13.1.2018,23.6.2020
91,76,15.4.2017,6.5.2017
63,36,3.1.2003,1.3.2002
53,62,1.5.2004,30.3.2008
92,72,10.3.2002,31.12.2023
83,53,14.12.2012,5.3.2012
98,99,15.12.2013,9.9.2012
64,32,1.9.2004,12.4.2010
32,47,6.5.2007,13.11.2017
10,28,2.6.2012,24.7.2021
3,18,17.10.2006,23.1.2021
63,51,17.7.2009,8.9.2016
91,38,24.11.2008,21.8.2014
22,57,5.9.2001,19.1.2022
28,8,31.10.2013,24.6.2011
18,70,24.4.2018,6.6.2020
98,15,27.3.2014,24.7.2004
62,14,13.12.2010,28.10.2003
83,53,10.7.2006,30.8.2002
14,13,19.12.2009,27.10.2012
92,44,4.12.2007,7.7.2004
27,97,15.9.2013,20.9.2004
86,70,25.5.2002,7.1.2007
82,39,30.5.2014,24.4.2010
37,54,22.6.2005,6.8.2010
89,14,22.12.2014,18.10.2008
74,84,14.9.2002,29.10.2011
77,62,25.7.2009,15.11.2003
75,36,10.6.2010,17.9.2016
65,52,3.5.2015,11.9.2023
3,83,10.4.2002,27.6.2009
93,1,22.1.2015,30.9.2016
83,39,26.10.2009,17.3.2012
57,43,22.9.2017,20.6.2023
100,34,3.12.2006,9.7.2022
57,48,3.10.2006,12.10.2016
21,83,17.11.2010,5.7.2017
53,58,29.7.2005,1.4.2007
27,37,26.4.2010,14.11.2002
2,66,29.12.2013,27.6.2007
17,46,6.5.2018,24.8.2017
87,24,3.10.2007,7.10.2015
51,74,23.7.2005,23.10.2018
83,98,15.12.2013,30.10.2003
42,77,23.11.2015,25.10.2004
97,68,26.3.2016,5.2.2012
37,68,2.3.2005,1.8.2004
42,50,5.12.2003,15.6.2005
69,98,12.4.2013,10.7.2011
72,25,28.12.2002,19.2.2018
50,72,8.10.2012,19.6.2022
10,15,17.2.2010,23.7.2019
73,5,9.7.2008,21.3.2003
2,81,25.10.2005,23.10.2007
83,97,25.11.2001,30.11.2023
92,99,23.9.2007,20.9.2005
3,97,7.8.2012,26.7.2004
92,36,24.3.2018,29.4.2016
57,12,26.10.2006,30.12.2005
31,54,12.12.2013,3.3.2003
65,91,5.2.2009,20.12.2019
85,53,10.5.2004,30.4.2015
76,68,4.3.2003,6.4.2018
24,84,2.1.2006,18.7.2020
32,85,21.7.2009,8.7.2008
3,39,8.12.2006,16.4.2004
38,82,5.5.2016,21.10.2012
90,36,30.10.2013,18.1.2013
9,98,9.11.2004,24.12.2012
27,25,12.10.2011,21.8.2007
69,84,16.4.2008,9.7.2010
80,36,29.3.2001,23.4.2024
65,99,3.3.2002,5.2.2024
30,58,1.8.2014,9.2.2009
65,33,12.8.2009,2.12.2009
62,84,22.12.2001,22.8.2004
67,84,1.1.2013,20.3.2022
83,69,27.10.2004,14.10.2006
82,66,25.12.2009,3.5.2009
62,82,14.3.2007,14.2.2015
65,72,21.4.2005,18.5.2007
17,84,30.8.2001,21.3.2022
85,12,29.4.2001,6.6.2017
46,100,21.12.2014,27.12.2019
88,54,8.7.2017,4.8.2017
86,61,20.7.2012,8.11.2007
60,58,9.11.2001,2.7.2010
86,70,6.2.2018,3.12.2007
9,59,17.7.2013,18.12.2023
61,75,18.12.2006,7.5.2009
42,73,2.10.2006,20.7.2007
35,81,23.7.2006,3.7.2010
67,4,4.12.2006,16.4.2015
90,74,18.6.2013,1.1.2007
4,19,19.9.2014,23.7.2018
87,57,21.5.2008,5.1.2023
15,36,21.6.2013,14.9.2006
22,84,8.8.2018,18.12.2007
80,36,6.8.2004,11.7.2011
92,5,11.8.2015,17.10.2021
43,23,3.10.2003,4.12.2008
11,51,16.8.2010,4.5.2016
18,87,1.10.2003,22.3.2009
82,48,12.10.2005,22.11.2009
54,58,20.10.2005,30.5.2008
10,16,17.5.2002,28.1.2012
18,30,14.11.2009,14.10.2024
83,81,18.6.2001,21.6.2019
93,95,23.1.2013,27.6.2007
13,84,2.4.2010,1.10.2024
12,74,11.9.2014,18.6.2022
68,91,11.6.2003,15.7.2004
79,94,7.1.2013,8.12.2011
66,5,21.4.2014,15.7.2010
12,52,3.9.2002,18.5.2018
56,82,6.8.2008,11.3.2015
22,78,20.7.2002,5.4.2003
78,87,6.3.2016,15.6.2018
23,82,19.10.2009,3.11.2022
58,68,12.2.2009,17.3.2020
80,87,15.1.2011,20.8.2008
98,90,29.12.2017,28.3.2010
10,2,20.11.2011,28.3.2004
92,56,4.12.2012,19.8.2004
84,46,3.7.2013,24.10.2014
23,9,18.4.2010,1.12.2020
24,6,29.8.2015,26.7.2014
54,66,28.7.2003,8.4.2020
74,96,9.9.2006,25.10.2010
90,69,16.12.2011,6.5.2003
94,9,6.3.2008,1.5.2006
99,65,29.8.2008,15.4.2011
62,76,21.9.2016,20.7.2019
35,66,26.1.2002,23.10.2020
28,32,16.4.2007,24.4.2009
27,12,9.2.2005,24.10.2022
60,5,4.7.2015,26.2.2004
77,67,17.1.2010,7.11.2018
47,96,16.10.2005,9.5.2018
82,18,5.10.2001,5.2.2010
47,78,5.8.2002,27.7.2005
40,18,10.3.2001,10.1.2012
81,60,25.1.2005,13.1.2002
44,59,12.2.2013,28.1.2006
21,27,30.5.2015,11.4.2007
30,62,26.2.2001,12.11.2007
74,85,17.7.2009,19.2.2004
63,49,30.5.2016,4.10.2014
89,52,3.7.2006,10.10.2007
57,64,5.4.2001,19.6.2021
80,20,6.5.2007,14.11.2020
74,10,24.3.2009,22.10.2018
12,43,3.5.2005,3.1.2011
21,93,7.9.2010,1.7.2002
27,2,22.9.2015,30.6.2021
86,34,2.12.2008,15.10.2020
60,60,1.1.2008,14.8.2012
74,10,16.10.2007,8.11.2024
8,64,16.12.2016,1.5.2002
38,100,4.4.2011,6.11.2017
71,60,14.7.2018,1.11.2024
10,16,25.3.2015,21.4.2015
77,82,26.12.2003,16.2.2017
29,73,19.10.2010,14.9.2014
68,83,22.11.2015,9.8.2002
87,30,7.9.2018,16.12.2022
59,66,16.9.2012,13.12.2009
2,30,22.6.2017,27.7.2023
4,95,19.2.2002,14.6.2006
65,17,26.2.2004,24.1.2018
65,65,19.9.2003,19.1.2012
5,30,6.7.2003,19.5.2012
87,90,15.8.2013,12.4.2011
30,13,30.8.2005,17.2.2014
88,96,13.6.2010,29.12.2004
33,13,19.2.2006,28.4.2023
25,6,8.1.2016,24.8.2005
9,10,16.11.2011,19.9.2022
17,22,25.4.2006,10.5.2021
89,24,6.8.2010,27.2.2020
1,75,7.12.2001,8.8.2013
79,65,11.8.2012,1.11.2004
56,98,18.12.2010,10.10.2021
36,82,23.12.2003,28.6.2015
85,93,14.10.2009,14.9.2015
2,6,12.11.2013,22.4.2009
98,67,2.8.2007,14.4.2002
20,32,1.11.2012,17.8.2002
91,38,28.7.2015,11.5.2010
81,24,15.8.2015,27.6.2020
44,26,19.8.2007,27.3.2009
86,14,31.7.2007,8.9.2014
8,91,22.9.2008,30.6.2024
66,33,8.4.2008,9.6.2022
98,34,18.7.2018,12.5.2008
65,28,17.7.2002,23.11.2009
69,43,29.7.2005,21.1.2009
85,15,29.4.2011,29.1.2002
51,41,8.1.2011,10.3.2005
89,100,12.12.2003,7.2.2013
93,41,5.8.2005,27.3.2010
87,48,2.7.2012,12.12.2009
1,40,27.6.2017,13.7.2020
40,83,17.4.2015,25.11.2017
9,54,8.9.2016,1.4.2020
19,79,30.7.2005,31.12.2007
22,65,27.11.2018,23.8.2020
85,82,6.7.2017,28.2.2023
16,7,13.5.2012,30.5.2023
10,53,10.11.2013,13.9.2019
91,80,31.5.2017,18.5.2014
90,32,13.1.2008,22.9.2018
63,3,11.4.2004,6.3.2007
100,33,14.3.2015,14.8.2019
99,93,16.8.2012,18.12.2010
83,13,2.2.2011,17.3.2015
94,27,20.7.2003,29.9.2019
23,10,9.2.2018,2.5.2004
14,40,8.3.2012,29.11.2007
88,67,28.7.2002,3.2.2022
42,19,6.1.2008,29.6.2002
17,82,1.12.2008,28.5.2022
37,19,10.4.2013,10.3.2014
81,22,17.6.2005,4.10.2011
92,84,17.3.2014,8.4.2017
54,14,24.4.2004,17.6.2007
96,36,8.5.2011,8.10.2002
52,88,3.8.2003,1.10.2024
22,67,6.5.2015,2.12.2013
10,30,21.1.2010,3.9.2015
57,37,13.4.2017,29.2.2004
25,25,29.7.2014,18.8.2013
32,4,27.6.2001,3.1.2014
48,43,4.11.2003,6.11.2024
21,75,18.5.2009,8.10.2008
59,91,27.7.2003,3.7.2015
36,26,28.9.2006,26.8.2011
50,9,28.6.2011,3.8.2005
43,35,9.6.2012,7.11.2013
29,73,19.6.2007,22.10.2017
43,15,18.12.2009,3.1.2024
34,71,21.1.2011,31.12.2008
31,72,4.8.2018,1.11.2013
69,29,19.3.2003,8.9.2008
98,80,16.7.2010,27.7.2018
42,36,5.8.2002,14.5.2024
83,14,31.10.2005,21.7.2005
72,38,10.10.2007,20.3.2024
61,4,24.3.2010,30.11.2007
67,94,3.2.2012,5.4.2010
80,25,22.10.2011,15.10.2023
97,43,17.6.2009,29.8.2015
12,68,30.7.2006,7.4.2023
84,20,13.12.2010,14.12.2018
26,82,11.1.2009,16.11.2012
30,100,13.8.2008,15.8.2007
84,30,20.5.2016,19.1.2003
80,42,20.7.2009,8.8.2002
12,57,31.10.2004,23.12.2016
54,87,5.11.2012,30.11.2004
96,67,16.5.2002,16.10.2004
88,27,9.5.2002,20.11.2006
36,42,26.6.2011,22.9.2006
12,80,21.4.2011,16.9.2004
68,53,17.5.2006,22.4.2003
80,87,2.8.2013,15.2.2011
15,37,16.5.2008,16.11.2003
76,52,6.6.2017,27.10.2019
47,75,7.7.2002,13.6.2007
35,50,5.3.2008,4.1.2018
23,2,12.9.2001,29.2.2012
72,21,1.5.2011,31.5.2009
54,68,31.5.2008,15.3.2008
19,45,4.9.2005,7.3.2019
11,95,2.2.2015,13.9.2018
86,72,21.6.2001,19.3.2018
2,71,7.8.2006,5.10.2013
76,70,3.6.2006,4.7.2004
10,65,5.1.2011,5.9.2015
27,59,6.8.2017,4.11.2018
28,93,30.8.2018,23.10.2005
37,37,23.2.2017,9.11.2016
62,96,17.5.2003,6.3.2019
93,61,22.6.2011,21.2.2023
5,20,3.10.2001,10.3.2021
51,55,5.8.2003,16.6.2018
28,63,14.10.2016,10.4.2024
75,25,2.8.2010,4.10.2022
88,65,2.4.2007,22.4.2020
52,16,29.1.2012,7.11.2016
96,63,21.3.2012,10.11.2006
41,39,6.6.2011,20.4.2006
36,5,31.1.2005,1.2.2006
57,52,11.8.2017,12.5.2007
83,26,17.11.2012,10.2.2011
80,58,14.4.2007,4.3.2021
42,44,29.5.2008,2.11.2023
14,7,27.9.2005,23.4.2018
100,35,5.9.2004,13.11.2006
77,60,25.5.2008,15.3.2005
84,39,11.11.2010,9.3.2024
7,19,23.7.2003,19.3.2011
53,31,8.7.2007,20.2.2011
62,78,4.5.2006,14.11.2003
56,46,12.8.2016,1.5.2023
88,57,2.1.2009,27.11.2021
33,83,7.8.2005,5.5.2020
79,28,19.3.2006,7.4.2014
79,16,19.3.2016,18.7.2020
28,77,25.6.2007,13.10.2017
18,76,11.9.2016,16.4.2020
24,56,22.7.2015,8.12.2018
14,48,20.12.2015,18.10.2007
44,51,10.5.2013,5.9.2002
74,62,12.4.2009,19.12.2019
36,19,1.8.2012,12.9.2009
22,39,9.6.2018,22.12.2022
75,22,21.12.2014,29.10.2011
33,2,13.10.2010,12.3.2006
48,63,31.1.2005,12.4.2005
38,5,30.7.2001,1.1.2007
15,31,1.3.2009,27.1.2015
79,98,18.9.2001,22.1.2015
46,12,11.10.2014,22.5.2013
59,51,20.4.2013,29.9.2008
88,17,14.1.2015,19.8.2015
44,7,17.8.2009,1.2.2016
81,92,5.12.2011,10.7.2011
34,63,23.11.2013,2.11.2010
24,89,24.4.2018,21.2.2002
15,25,4.8.2014,21.5.2019
65,16,9.7.2016,10.7.2024
45,35,20.2.2015,7.2.2015
67,88,24.8.2012,10.5.2013
47,13,11.4.2015,21.9.2004
77,1,19.12.2005,6.10.2003
18,54,16.12.2017,10.11.2006
9,54,7.9.2013,9.11.2022
65,34,18.2.2015,9.12.2004
51,3,6.7.2005,9.11.2007
14,9,27.7.2001,11.2.2020
40,95,29.9.2017,16.4.2018
4,97,7.11.2011,2.2.2018
15,62,17.2.2013,24.9.2003
22,33,24.1.2018,23.11.2011
97,61,12.8.2017,14.11.2010
43,2,25.3.2003,7.5.2023
30,35,7.8.2004,12.7.2019
77,89,1.5.2007,1.3.2020
60,74,20.12.2009,5.11.2010
42,68,2.1.2006,25.6.2013
73,100,29.4.2004,6.3.2011
15,10,7.9.2008,16.9.2018
